ASSESSID,commonname,stocklong,scientificname,Years,TB,SSB,TN,R,TC,TL,F,ER,REGION,EW
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1960,,,,67559000,,,,,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1961,19666,5700,,53462000,,5710,0.4676,0.290348825,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1962,12826,3381,,130271000,,4343,0.5958,0.338609075,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1963,16298,2658,,228981000,,3947,0.7282,0.242176954,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1964,26303,2723,,124567000,,3593,0.617,0.136600388,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1965,23921,5597,,373283000,,5923,0.8122,0.247606705,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1966,50237,6498,,360259000,,5666,0.4322,0.112785397,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1967,62713,9309,,568489000,,8721,0.3522,0.139062076,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1968,91479,23956,,379074000,,8660,0.2602,0.094666535,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1969,89071,32546,,484293000,,14141,0.3004,0.158760988,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1970,115554,38070,,499310000,,20622,0.4662,0.178462018,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1971,119945,36238,,414813000,,26807,0.4886,0.223494101,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1972,94433,34732,,667927000,,27350,0.5152,0.289623331,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1973,107649,32179,,349430000,,22600,0.4546,0.209941569,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1974,93126,29413,,369357000,,38640,0.8638,0.414921719,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1975,69354,21600,,263290000,,24500,0.8106,0.353260086,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1976,54733,13659,,324831000,,21250,0.9378,0.388248406,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1977,49535,9320,,248671000,,15410,0.9164,0.311093166,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1978,43581,10156,,139184000,,11080,0.7896,0.254239233,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1979,35321,8605,,157428000,,12338,0.8196,0.349310608,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1980,29042,6319,,223863000,,10613,0.9928,0.365436265,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1981,30690,8784,,231879000,,4377,0.4652,0.142619746,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1982,38273,12513,,232651000,,4855,0.306,0.126851828,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1983,44616,16593,,131707000,,3933,0.1756,0.088152232,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1984,43365,20939,,148802000,,4066,0.1546,0.093762251,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1985,42403,15734,,171166000,,9187,0.3818,0.216659199,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1986,39486,17011,,275725000,,7440,0.3278,0.188421213,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1987,41549,16420,,113260000,,5823,0.265,0.140147777,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1988,37746,16514,,149490000,,10172,0.5118,0.269485508,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1989,34638,14078,,117269000,,4949,0.2814,0.142877764,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1990,31424,12680,,69165000,,6312,0.3686,0.20086558,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1991,23355,9428,,199305000,,4398,0.2886,0.188310854,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1992,25868,8210,,64051000,,5270,0.418,0.203726612,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1993,23707,9076,,198166000,,4409,0.3132,0.185978825,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1994,29368,9753,,128604000,,4828,0.4008,0.164396622,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1995,26484,10252,,114486000,,5076,0.345,0.191662891,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1996,23701,8427,,121751000,,5301,0.3648,0.223661449,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1997,21931,6923,,185521000,,6651,0.5772,0.303269345,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1998,25052,7255,,62299000,,4905,0.6468,0.195792751,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,1999,17960,7224,,66186000,,4127,0.4956,0.229788419,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,2000,15287,7827,,69291000,,2002,0.2112,0.130960947,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,2001,14826,4149,,64754000,,5461,0.7422,0.368339404,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,2002,12778,4168,,144070000,,2393,0.4324,0.187275004,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,2003,18580,4036,,126908000,,2399,0.5812,0.12911733,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,2004,18382,6549,,143446000,,2531,0.4016,0.137689044,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,2005,20484,6270,,174895000,,4387,0.5478,0.214167155,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,2006,21708,5775,,205506000,,4402,0.613,0.202782384,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,2007,26935,8607,,129694000,,4629,0.2774,0.171858177,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,2008,25011,9351,,204089000,,4895,0.3836,0.195713886,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,2009,28788,11227,,202813000,,4594,0.1624,0.159580381,N Atlantic,W
HERRNIRS,Herring,Herring Northern Irish Sea,Clupea harengus,2010,31404,13143,,,,4894,0.2562,0.15584002,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1960,3747903,1884122,,12092313000,,696200,0.3367,0.185757209,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1961,4364354,1662930,,1.09E+11,,696700,0.4315,0.159634163,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1962,4397754,1115220,,46272455000,,627800,0.529,0.142754688,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1963,4628953,2189201,,47657565000,,716000,0.226,0.154678607,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1964,4797400,2031515,,62786575000,,871200,0.3434,0.181598366,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1965,4344785,1450013,,34895343000,,1168800,0.6952,0.269012161,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1966,3316825,1281010,,27859139000,,895500,0.6194,0.269987111,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1967,2814536,919752,,40256391000,,695500,0.7982,0.247110003,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1968,2521305,412840,,38698817000,,717800,1.3363,0.284693839,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1969,1905139,423877,,21581561000,,546700,1.1052,0.286960689,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1970,1921888,374629,,41073298000,,563100,1.105,0.29299314,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1971,1849446,266051,,32307965000,,520100,1.4049,0.281219349,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1972,1549562,288353,,20861031000,,497500,0.696,0.321058467,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1973,1156018,233410,,10102051000,,484000,1.1348,0.418678602,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1974,912051,162051,,21699985000,,275100,1.0521,0.301627869,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1975,680402,81658,,2825521000,,312800,1.4716,0.459728219,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1976,358662,77952,,2721846000,,174800,1.4443,0.487366936,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1977,210504,47622,,4329404000,,46000,0.8028,0.218523163,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1978,224925,64889,,4596094000,,11000,0.0527,0.048905191,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1979,382131,107141,,10602593000,,25100,0.0642,0.065684281,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1980,630494,131011,,16719547000,,70764,0.2836,0.112235802,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1981,1158667,195611,,37864017000,,174879,0.3515,0.150931199,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1982,1843295,278530,,64754769000,,275079,0.264,0.149232217,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1983,2719425,432633,,61829567000,,387202,0.338,0.142383776,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1984,2865147,679075,,53460997000,,428631,0.4553,0.149601748,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1985,3463006,699476,,80939722000,,613780,0.6436,0.177239081,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1986,3473722,679590,,97653052000,,671488,0.5723,0.193305049,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1987,3938023,901038,,86232161000,,792058,0.5522,0.201130872,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1988,3622901,1195264,,42292084000,,887686,0.5365,0.245020772,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1989,3312158,1251149,,39183711000,,787899,0.5444,0.237880862,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1990,2978465,1186874,,35866636000,,645229,0.4416,0.216631386,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1991,2716907,982498,,33636441000,,658008,0.4893,0.242190108,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1992,2438080,705132,,62152334000,,716799,0.5814,0.294001427,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1993,2520045,474742,,50270235000,,671397,0.6897,0.266422623,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1994,2026875,512077,,34559978000,,568234,0.7068,0.2803498,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1995,1846118,463304,,41738842000,,579371,0.7386,0.313832052,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1996,1629136,463868,,50017440000,,275098,0.4016,0.168861286,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1997,1957688,563131,,29137096000,,264313,0.4194,0.135012831,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1998,2086762,739391,,28102834000,,391628,0.4828,0.187672576,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,1999,2371556,869482,,69449799000,,363163,0.3656,0.153132796,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,2000,2929463,886094,,42389537000,,388157,0.3547,0.132501076,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,2001,3364925,1344693,,97487442000,,374065,0.2852,0.111165925,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,2002,4166329,1658085,,34766152000,,394709,0.2339,0.094737838,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,2003,3913739,1822444,,20060339000,,482281,0.2303,0.123227686,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,2004,3635587,1933120,,26095303000,,587698,0.2759,0.161651475,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,2005,3171867,1871370,,16577102000,,663813,0.3192,0.209281474,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,2006,2621499,1526159,,22114044000,,514597,0.2812,0.196298759,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,2007,2392366,1234365,,30340022000,,406482,0.2674,0.169907949,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,2008,2394029,1206034,,26079173000,,257870,0.1945,0.107713816,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,2009,2610448,1442422,,38289832000,,168443,0.0986,0.064526472,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,2010,2859555,1301092,,38849289000,,187611,0.1175,0.06560846,N Atlantic,W
HERRNS,Herring,Herring North Sea,Clupea harengus,2011,3213354,1714498,,28700000000,,,,,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1960,,,,,,,,,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1961,,,,,,,,,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1962,,,,,,,,,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1963,,,,,,,,,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1964,,,,,,,,,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1965,1105906,469913,,10154400000,126283,,0.1394,0.114189633,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1966,1309288,637979,,9030140000,220802,,0.2385,0.168642804,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1967,1559350,700371,,21383400000,305692,,0.4155,0.196038093,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1968,1332914,510829,,8106320000,477767,,0.668,0.358437979,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1969,990138,379003,,8461940000,396798,,0.6382,0.400750198,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1970,841563,362574,,4341670000,321493,,0.6246,0.382018934,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1971,861771,290764,,21861000000,345828,,0.7936,0.401299185,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1972,909172,261653,,3999580000,280419,,0.7368,0.308433388,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1973,844381,441513,,3783650000,273553,,0.6765,0.323968682,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1974,612613,305296,,4844870000,229522,,0.6519,0.374660675,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1975,466864,194257,,3006540000,233459,,0.7641,0.500057833,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1976,356284,141615,,3215050000,144545,,0.5874,0.405701631,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1977,288133,87411.8,,8639140000,103585,,0.6341,0.359504118,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1978,401128,53349.5,,8508260000,111574,,0.7116,0.278150615,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1979,368113,76144.8,,1199080000,118876,,0.4905,0.322933447,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1980,240975,67525.7,,5898340000,112971,,0.7977,0.468807968,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1981,184483,68184.6,,3437650000,104702,,0.4851,0.567542809,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1982,180527,70311.6,,3660940000,70410,,0.4738,0.390024761,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1983,216844,81672.1,,2603920000,44613,,0.3663,0.205737765,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1984,253423,100107,,8696320000,55358,,0.4938,0.218441104,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1985,284926,144516,,5856030000,61216,,0.2852,0.214848768,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1986,462660,183687,,5145420000,68105,,0.2196,0.14720313,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1987,520970,218727,,7011120000,77277,,0.2694,0.148332917,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1988,688347,242384,,11038200000,87038,,0.275,0.126444947,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1989,864743,280380,,11990100000,99955,,0.2911,0.115589256,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1990,962183,287523,,12703300000,94185,,0.1933,0.097886785,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1991,1066445,355521,,10996100000,104739,,0.2071,0.098213222,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1992,1132001,485532,,6766120000,124717,,0.1996,0.110173931,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1993,1097537,551115,,6833910000,108453,,0.1591,0.098814892,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1994,1049584,491004,,9450030000,85942,,0.1293,0.081881965,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1995,1539646,484971,,32681600000,124433,,0.1944,0.080819227,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1996,1829250,459080,,18530500000,133332,,0.1978,0.072888889,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1997,1510905,839711,,18107600000,144650,,0.1859,0.095737323,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1998,1371480,646302,,9648450000,128715,,0.1717,0.093851168,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,1999,1534260,517343,,26050400000,129498,,0.1825,0.084404208,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,2000,1395834,548667,,7566080000,125971,,0.1781,0.090247837,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,2001,1291679,629230,,8030330000,140785,,0.2167,0.108993798,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,2002,1250632,433288,,17356400000,105096,,0.2071,0.084034312,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,2003,1327609,371133,,21101400000,111480,,0.2357,0.083970506,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,2004,1144391,370598,,10011200000,115409,,0.2259,0.100847525,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,2005,994936,410123,,7331080000,106793,,0.2201,0.107336552,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,2006,1079254,376238,,17022900000,116864,,0.2539,0.108282202,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,2007,962629,367312,,5273490000,112463,,0.2318,0.116829017,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,2008,972259,384557,,13839300000,91129,,0.2267,0.09372914,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,2009,1936769,300982,,59411800000,107587,,0.3155,0.055549733,N Atlantic,W
HERRNWATLC,Herring,Atlantic herring Northwestern Atlantic Coast,Clupea harengus,2010,1519476,313215,,7313910000,79412,,0.1755,0.052262754,N Atlantic,W
